lexeme.id,lexeme.entrada,lexeme.sinal,lexeme.lematizacao,lexeme.desambiguacao,lexeme.sinonimos,lexeme.exemplo_uso,lexeme.glosa,lexeme.video_sinal,lexeme.video_exemplo,lexeme.link_sinal,lexeme.link_exemplo,lexeme.status,lexeme.observacao,lexeme.is_active,lexeme.created_on,lexeme.created_by,lexeme.modified_on,lexeme.modified_by
236,,BRANCO.3,,,,MEU CARRO COR BRANCO ESTÁ À VENDA,MEU CARRO COR BRANCO.3 VENDER CARRO,,,https://drive.google.com/file/d/1hmyQaAAtaYeBweWMcw1JMu4boMKkyEI9/view?usp=share_link,https://drive.google.com/file/d/1nvg4AvHv72ov3TtXeOwUuwURM9_KOENO/view?usp=share_link,OK,,,,,,
237,,BRASIL,,,,EU MORO NO BRASIL,EU MORAR PAÍS BRASIL,,,https://drive.google.com/file/d/1mMUKw9D5gLCALeFW7tKpvQVXXrTs4HLE/view?usp=share_link,https://drive.google.com/file/d/1N7fzNUss2hQQGLwouCl-6OPet0aLiEII/view?usp=share_link,OK,,,,,,
238,,BRAV@.1,,,,EU ACORDEI BRAV@ JÁ,EU ACORDAR JÁ BRAV@.1,,,https://drive.google.com/file/d/11DHq2cF8_OAMUuWtKqGt8OUojvqjCwFR/view?usp=share_link,https://drive.google.com/file/d/1SOf4TMeKM31xIPF5FzJE6F-hfp2CzyYK/view?usp=share_link,OK,,,,,,
239,,BRAV@.2,,,,@ PROFESSOR@ ESTÁ BRAV@ PORQUE OS ALUNOS ESTÃO FAZENDO BAGUNÇA,PROFESSOR@ BRAV@.2 PORQUE ALUN@ BAGUNÇAR,,,https://drive.google.com/file/d/1e6bZc2VNlMIL3sTt1AzrWMj29x1QuOBt/view?usp=share_link,https://drive.google.com/file/d/1T3bHa1K8y-KQKpxUYSibFvIalY3Jovdz/view?usp=share_link,OK,,,,,,
240,,BRAV@.3,,,,"MEU FILH@ QUEBROU UM COPO, EU FIQUEI BRAV@",MEU FILH@ QUEBRAR COPO EU BRAV@.3,,,https://drive.google.com/file/d/1zIvB8HAB0O9i5VBOyBU9jAsgT1ScN3F7/view?usp=share_link,https://drive.google.com/file/d/1IrE4asokNI9s55rSsfreCckSePOL3hlr/view?usp=share_link,OK,,,,,,
241,,BRIGAR.1,,,,"EU VI UMA BRIGA NA RUA, FOI GRAVE",EU VI RUA BRIGAR.1 GRAVE ,,,https://drive.google.com/file/d/1PENv9BkvZNm_ZSR0i1E0xKuvIE0zRV1C/view?usp=share_link,https://drive.google.com/file/d/1GzszhGqRvIpVc-rDNLsnJIWbShW-lGXS/view?usp=share_link,OK,,,,,,
242,,BRIGAR.2,,,,"EU BRIGUEI NO BANCO, PORQUE ESTÃO ROUBANDO DINHEIRO",EU BRIGAR.2 BANCO PORQUE ROUBAR DINHEIRO,,,https://drive.google.com/file/d/1vPFtW4UXuPJ5QqFoR4MxNXo-aqWzvhZz/view?usp=share_link,https://drive.google.com/file/d/1dAUXKDkwPm-0AMAPFcFDYU0LefjD43nQ/view?usp=share_link,OK,,,,,,
243,,BRINCAR,,,,AMO BRINCAR DE BONECA,AMAR BRINCAR BONECA,,,https://drive.google.com/file/d/1m-EkXgYLQxHRUseMCTc3bvsDoTB0AAAR/view?usp=share_link,https://drive.google.com/file/d/1wC4QmFsgAgGaYQRWXyOlmA9nPHzOJH1O/view?usp=share_link,OK,,,,,,
244,,BRUT@,,,,NÃO GOSTO DE PESSOAS BRUTAS,NÃO_GOSTAR PESSOAS BRUT@,,,https://drive.google.com/file/d/1VqyL1KsuKRC1Aj-RqB9X24adFd20ItDt/view?usp=share_link,https://drive.google.com/file/d/1JjNW5K0wyhRT3FwPeXQmUerPmjUnkEBP/view?usp=share_link,OK,,,,,,
245,,BURRO,,,,"NÃO PODE CHAMAR DE BURRO, É BULLYING",NÃO_PODE CHAMAR BURR@ BULLYING,,,https://drive.google.com/file/d/1KUj9WybSWdq9v8Yl9NS_QQmOneDSPQKd/view?usp=share_link,https://drive.google.com/file/d/1iR13LeUr8t-vam7aj9UUg00ZvTT8TPdI/view?usp=share_link,OK,,,,,,
246,,BUSCAR.1,,,,PRECISO BUSCAR BOLO DE ANIVERSÁRIO DO MEU FILHO,PRECISAR BUSCAR.1 BOLO ANIVERSÁRIO MEU FILH@,,,https://drive.google.com/file/d/1KERDI7IMeili-uI6Pehg0sf6qXOgOTWE/view?usp=share_link,https://drive.google.com/file/d/18lGMc8xpsihXmLYPNrlHMSchrSRAcRTv/view?usp=share_link,OK,,,,,,
247,,BUSCAR.2,,,,VOU BUSCAR DUAS CRIANÇAS NA ESCOLA AGORA,AGORA EU BUSCAR.2 DUAS CRIANÇA ESCOLA,,,https://drive.google.com/file/d/1iTqhiZ-kW3w1xVoIPCK_GqdMOYfPFrHE/view?usp=share_link,https://drive.google.com/file/d/1Yl0VW4EQ7jsSOD_yuqu2DLl5zRJiS-Fd/view?usp=share_link,OK,,,,,,
248,,BUSCAR.3,,,,MEU PRIMO VAI NO AEROPORTO PARA BUSCAR MEU AMIG@,MEU PRIM@ IR AEROPORTO BUSCAR.3 MEU AMIG@,,,https://drive.google.com/file/d/1yFnlDkXuegAVQZ5gcrPEGXpepesw3p_v/view?usp=share_link,https://drive.google.com/file/d/1d0K6M8L9CVUFD_9--TY6IcWb10uAWD22/view?usp=share_link,OK,,,,,,
249,,BUSCAR_ME,,,,PODE ME BUSCAR HOJE À NOITE POR FAVOR,PODE POR_FAVOR HOJE NOITE BUSCAR_ME,,,https://drive.google.com/file/d/1mhDF89wOCZMSU6T_5HCS28ArKhHh-oFi/view?usp=share_link,https://drive.google.com/file/d/1g0nF0JvSbd_WiHrjbMR2gCHbmhHRcKyl/view?usp=share_link,OK,,,,,,
250,,CABEÇA,,,,EU PRECISO FAZER EXAME DE CABEÇA PELA RESSONÂNCIA_MAGNÉTICA ,EU PRECISAR RESSONÂNCIA_MAGNÉTICA CABEÇA,,,https://drive.google.com/file/d/11FecOHwCwcJJKJHFCeFmwA-toN90bVLQ/view?usp=share_link,https://drive.google.com/file/d/1K05T6VgQF8gABwMLZRPgDc8s_Wsdr9_6/view?usp=share_link,OK,,,,,,
251,,CABELO,,,,QUERO PINTAR DE CABELO COM A COR AZUL,QUERER PINTAR COR AZUL CABELO,,,https://drive.google.com/file/d/11iXVxKg84_wTciymfmXwmcVwDLWCdqaQ/view?usp=share_link,https://drive.google.com/file/d/1VM_aRPTfeHa8N1PJuV99rlysFFMkp23g/view?usp=share_link,OK,,,,,,
252,,CABO.1,,,,HOJE UM HOMEM VEM NA MINHA CASA PARA ARRUMAR O CABO,HOJE HOMEM VIR CASA ARRUMAR CABO.1,,,https://drive.google.com/file/d/17oP4GArXUcQTG1LuAWoR06RpIS9GjbEI/view?usp=share_link,https://drive.google.com/file/d/1CIa6QWoW_KVkN5EYFRoyhWNjjXvxzSqq/view?usp=share_link,OK,,,,,,
253,,CABO.2,,,,ESTAVA PROCURANDO UM CABO MAS NÃO ENCONTREI,PROCURAR CABO.2 SUMIR,,,https://drive.google.com/file/d/132_cnvMk92q7t0LJjEuoMgp4tC1ksQXr/view?usp=share_link,https://drive.google.com/file/d/1Pmzg6x_xvDRp2f9eBT9k217HdOAQroyd/view?usp=share_link,OK,,,,,,
254,,CACHOEIRA,,,,VAMOS ACAMPAR NA CACHOREIRA NO FIM DE SEMANA,SÁBADO DOMINGO VAMOS ACAMPAR CACHOEIRA,,,https://drive.google.com/file/d/1LtG1SJ98-PNQHoWjCnWuvSRePn51dxS7/view?usp=share_link,https://drive.google.com/file/d/1YVgptRAdzasGllEIISMWle6GquH91XK2/view?usp=share_link,OK,,,,,,
255,,CACHORRO.1,,,,EU TENHO 5 CACHORROS EM CASA,EU TER 5 CACHORRO.1 CASA,,,https://drive.google.com/file/d/15Kx5egBE-kWJJOnk0JXGvzexPdFNpKHu/view?usp=share_link,https://drive.google.com/file/d/1D2-2HrTwp2PSrLMi1SwilW1H5uhHdwHm/view?usp=share_link,OK,,,,,,
256,,CACHORRO.2,,,,ESTOU INDO ADOTAR UM CACHORRINHO AGORA,AGORA EU IR ADOTAR CACHORRO.2 PEQUEN@,,,https://drive.google.com/file/d/1zUYBYx9iTZpG2avmKtNz2Ew6BXslWKp5/view?usp=share_link,https://drive.google.com/file/d/1ZXjNE3h7e-LIEIucG09sYmkqQDLqb6Ii/view?usp=share_link,OK,,,,,,
257,,CADA.1,,,,EU TROUXE UM BOLO PARA CADA UM,EU TRAZER ESS@ BOLO CADA.1,,,https://drive.google.com/file/d/149t-IkaJ2KQqiIdt7voyXT9gPJSD5vrT/view?usp=share_link,https://drive.google.com/file/d/14hULKFvh29eBK4sgJ4MEyw_LR1Lgzvec/view?usp=share_link,OK,,,,,,
258,,CADA.2,,,,CADA UM PRECISA TRAZER COMIDA,CADA.2 PRECISAR TRAZER COMIDA,,,https://drive.google.com/file/d/1gAXCEHc9iU839ALkrIpKRWkST4zQlleX/view?usp=share_link,https://drive.google.com/file/d/1Px8ZHMJX9Da5n7YZWGq-7mJgQLcIRLlc/view?usp=share_link,OK,,,,,,
259,,CADEIRA,,,,"A LOJA TEM VÁRIAS CADEIRAS, FICA DIFÍCIL DE ESCOLHER",LOJA TER CADEIRA VÁRI@S DIFÍCIL ESCOLHER CADEIRA,,,https://drive.google.com/file/d/1xcK5oAFBBDQN3fH6xxTM7jdLY2UDudA_/view?usp=share_link,https://drive.google.com/file/d/1cbuTQPpEFcHa-ypVTM00tPdmzyp1bXNT/view?usp=share_link,OK,,,,,,
260,,CADERNO,,,,"TENHO MUITOS CADERNOS LÁ EM CASA, VOU DAR UM PRA TI",MINHA CASA TER MUIT@ CADERNO DAR UM@ VOCÊ,,,https://drive.google.com/file/d/1JjEAaSYAq16LVdXwjO-JQjIpKWbnJXma/view?usp=share_link,https://drive.google.com/file/d/1Wv761l6-WETW7Vn__Y90652Syioju4r-/view?usp=share_link,OK,,,,,,
261,,CAFÉ.1,,,,"ESTOU FAZENDO CAFÉ, VOCÊ VAI QUERER UM CAFÉ?",EU VIVO FAZER FERVER CAFÉ.1 VOCÊ QUERER CAFÉ?,,,https://drive.google.com/file/d/1Z2aTlNOL8f3Q5uVZMkJeAyhug9-QsPjg/view?usp=share_link,https://drive.google.com/file/d/10ATGYSYz4ssTyua5ZhGmf-3xptyIXx2I/view?usp=share_link,OK,,,,,,
262,,CAFÉ.2,,,,,,,,https://drive.google.com/file/d/1-aIMMll7i1g-fnBAxXAnKfdkrIZWLWqE/view?usp=share_link,GRAVAR,I,,,,,,
263,,CAIR.1,,,,,,,,VERIFICAR,VÍDEOS,H I,,,,,,
264,,CAIR.2,,,,,,,,VERIFICAR,VÍDEOS,H I,,,,,,
265,,CAIR.3,,,,,,,,VERIFICAR,VÍDEOS,H I,,,,,,
266,,CAIXA,,,,VOU ME MUDAR DE CASA E PRECISO PEGAR AS CAIXAS,MINHA CASA MUDAR EU PRECISAR PEGAR CAIXAS,,,https://drive.google.com/file/d/1s40GZ4bx864WOIvM0nAbS2oXVdSToWx8/view?usp=share_link,https://drive.google.com/file/d/14DkV5kHReY7sYoYu_7rWjZKZOfH3YqWy/view?usp=share_link,OK,,,,,,
267,,CAIXA_PAGAMENTO,,,,TEM FILA ENORME NO SUPERMERCADO E TEM POUCOS CAIXAS ADENTENDO,SUPERMERCADO FILA_ENORME CAIXA_PAGAMENTO POUCO SENTAR FILA_ENORME,,,https://drive.google.com/file/d/1EvwLdG_3aFNNQqUySRUGXrQxMY9pZZBk/view?usp=share_link,https://drive.google.com/file/d/1PDm3BkE8M2nb2-rb7lr6QwQG8FFmyyKO/view?usp=share_link,OK,,,,,,
268,,CALAR.1,,,,"NÃO FALEM, FIQUEM CALADOS, PORQUE O BEBÊ ESTÁ DORMINDO",NÃO_PODE FALAR CALAR.1 PORQUE EL@ BEBÊ DORMIR,,,https://drive.google.com/file/d/1JwlzFTXSHX0yoZKXGquU9yIpLXFJSZVj/view?usp=share_link,https://drive.google.com/file/d/1OgZWfcnEg1BoDom-5vUgaLBIBhDm_rs9/view?usp=share_link,OK,,,,,,
269,,CALAR.2,,,,"NÃO FALE PALAVRÕES, FIQUE CALADO.",OFENDER PALAVRÃO NÃO CALAR.2,,,https://drive.google.com/file/d/1OYBvLoA2u2X7-jSWNYDX69brMRziqqQA/view?usp=share_link,https://drive.google.com/file/d/1hcK_B2w4YGXaoFOAgPBi4rtoNz_QZ06n/view?usp=share_link,OK,,,,,,
270,,CALMAR.1,,,,"PRA QUE COM ESSA PRESSA? AINDA TEM TEMPO, TE ACALMA",VOCÊ QUERER PRESSA? CALMAR.1 TER TEMPO,,,https://drive.google.com/file/d/1HSJZJxDwvjxjITLTuzBvre_AizZ9H1Qm/view?usp=share_link,https://drive.google.com/file/d/1anjqZr_s-qFReBV2BtPU6GTgKdf40er2/view?usp=share_link,OK,,,,,,
271,,CALMAR.2,,,,"ESTÁ IRRITAD@, CALMA",IRRITAD@ CALMAR.2,,,https://drive.google.com/file/d/16Rr8PHg3X7XET5j0AfsLQu221yq7Zsk0/view?usp=share_link,https://drive.google.com/file/d/1IXG3b3GvYzqd7aDvQ_qH_hG0wye2pGJg/view?usp=share_link,OK,,,,,,
272,,CAMA,,,,MINHA FILHA NÃO GOSTA DE ARRUMAR A CAMA,MINHA FILHA NÃO_GOSTAR CL:ARRUMAR CAMA,,,https://drive.google.com/file/d/1aDM3haVyuJPiv8M7N7MQhYSdZNxW-rLX/view?usp=share_link,https://drive.google.com/file/d/1IsjZI2o5vRG7sWdN0U_InVjtMq_VaX49/view?usp=share_link,OK,,,,,,
273,,CAMINHAR.1,,,,,,,,O MESMO DO ANDAR?,,H I ,,,,,,
274,,CAMINHAR.2,,,,,,,,O MESMO DO ANDAR?,,H I ,,,,,,
275,,CAMINHO,,,,ESSE CAMINHO ESTÁ ESCURO,ESS@ CAMINHO ESCUR@,,,https://drive.google.com/file/d/1uXHikKg-vFMmLXnw5zHjAXPngfJpTrhU/view?usp=share_link,https://drive.google.com/file/d/1jN6hLQtYV7VW6E_X7g5GqCLVKYy6LgUh/view?usp=share_link,OK,,,,,,
276,,CAMPO.1,,,,"NO ESTADO DE RIO GRANDE DO SUL E PÁIS URUGUAI TEM CAMPO BEM VERDINHO, MUITO LINDO",AQUI ESTADO RIO_GRANDE_DO_SUL TAMBÉM PAÍS URUGUAI TER CAMPO.1 COR VERDE LIND@,,,https://drive.google.com/file/d/1h2lyBxieip4qRIE-uB43zNwvXmiom8vy/view?usp=share_link,https://drive.google.com/file/d/1ZS-wzn8hEvNR6OHJvqbcAT_sadjIzx0Q/view?usp=share_link,OK,,,,,,
277,,CAMPO.2,,,,"TEM UMA CASA LINDA NO CAMPO, ATÉ TEM UM AÇUDE",UM@ CAMPO.2 TER UM@ CASA LIND@ ATÉ TER AÇUDE ,,,https://drive.google.com/file/d/1kt70IzO8aQBnlUFQAs3xOjxKCqCclo2j/view?usp=share_link,https://drive.google.com/file/d/1XFxmflHqWDlqoEnXe7y848KDMGsH9mFr/view?usp=share_link,OK,,,,,,
278,,CAMPO.3,,,,OS SURDOS VÃO NO CAMPO DE FUTEBOL AGORA SÁBADO,BREVE SÁBADO TER SURD@ VIR CAMPO.3 JOGO,,,https://drive.google.com/file/d/1yhHN2CIuPIkmGkNBO8jIhtjbzjbab5NY/view?usp=share_link,https://drive.google.com/file/d/1jJYvi3ZoXIc9KevkyaZW1QMw16dEtgLq/view?usp=share_link,OK,,,,,,
279,,CANADÁ.1,,,,,,,,https://drive.google.com/file/d/1891GxNs5ICt2rlAmlnpIzmAmpAqcbgCc/view?usp=share_link,GRAVAR,I,,,,,,
280,,CANADÁ.2,,,,O CANADÁ TEM DUAS LÍNGUAS: INGLÊS E FRANCÊS,CANADÁ.2 TER DUAS LÍNGUA INGLÊS FRANCÊS,,,GRAVAR,https://drive.google.com/file/d/1M9nSVXgALoXdSKx-AGe6uXp_H5r96j3H/view?usp=share_link,H,,,,,,
281,,CANSAR,,,,"HOJE EU TRABALHEI O DIA TODO, CHEGUEI EM CASA CANSAD@",HOJE EU TRABALHAR DIA_TODO CHEGAR CASA CANSAR,,,https://drive.google.com/file/d/1sp6wzPrdzf9HRMs5QJim_bHCNWSHiVd5/view?usp=share_link,https://drive.google.com/file/d/1hvqVM62mRPGy59z6F6Ex0YsJXpwy6hhJ/view?usp=share_link,OK,,,,,,
282,,CANTAR.1,,,,"EU ESCUTEI MEU VIZINHO CANTAR, NOSSA ELE CANTA MAL",EU ESCUTAR MEU VIZINH@ CANTAR.1 RUIM ,,,https://drive.google.com/file/d/1XO0A-2wHVfMv0KM7MMuIDP6xqMg_zzSm/view?usp=share_link,https://drive.google.com/file/d/1BXNmPGwEtgyE4JXeDVxENABUhDsRV62c/view?usp=share_link,OK,,,,,,
283,,CANTAR.2,,,,MEU PAI SEMPRE CANTA NO BANHEIRO DURANTE O BANHO,MEU PAI SEMPRE CANTAR.2 DENTRO BANHEIRO BANHO,,,https://drive.google.com/file/d/1Du2Pi757fGIN5eiwCCI174xxf5S7QNRm/view?usp=share_link,https://drive.google.com/file/d/1BX9NGHpdo1uVcvTU7fNo1gVj1WEz0kK4/view?usp=share_link,OK,,,,,,
284,,CAPACIDADE,,,,PESSOAS COM DEFICIÊNCIA SÃO CAPAZES DE FAZER TUDO,PESSOAS DEFICIÊNCIA CAPACIDADE FAZER TUDO,,,https://drive.google.com/file/d/105YljpwGgrPkHlb_0ecH5QHA1kiCPFQg/view?usp=share_link,https://drive.google.com/file/d/1HkIOWBWBZ8cmQ2pAkOTxDPKJ7qTb1owZ/view?usp=share_link,OK,,,,,,
285,,CAPITAL.1,,,,PORTO ALEGRE É CAPITAL DO ESTADO DE RIO GRANDE DO SUL,PORTO_ALEGRE CAPITAL.1 ESTADO RIO_GRANDE_DO_SUL,,,https://drive.google.com/file/d/1ymPlf-70hZjD86M1ktkMfI9bx5XBV8iF/view?usp=share_link,https://drive.google.com/file/d/199YDz2sLW8-VKa-MuLb4_VNAFPDKII3p/view?usp=share_link,OK,,,,,,
286,,CAPITAL.2,,,,BRASÍLIA É CAPITAL DO BRASIL,BRASÍLIA CAPITAL.2 BRASIL,,,https://drive.google.com/file/d/11Wnh63XvM9yEhb-cRDRTgvOnrMYZKMpT/view?usp=share_link,https://drive.google.com/file/d/1OAG4-uYB7jCMNcwSPKb-f9HFDry-PzDK/view?usp=share_link,OK,,,,,,
287,,CAPÍTULO.1,,,,EU PUBLIQUEI UM CAPÍTULO DO LIVRO,EU PUBLICAR UM@ CAPÍTULO.1 LIVRO,,,https://drive.google.com/file/d/1p7bJBv66DtHF1DD0fw2ut9g00Ew7kJdH/view?usp=share_link,https://drive.google.com/file/d/1d03fLy0XH4NvFhM2P4Ng_QQJ5oEhKtJG/view?usp=share_link,OK,,,,,,
288,,CAPÍTULO.2,,,,EU PRECISO LER DE DOIS CAPÍTULOS,EU PRECISAR LER DOIS CAPÍTULO ,,,https://drive.google.com/file/d/191Pug4FdMvSM4BHhu8JwTLK4Lw3kdsuP/view?usp=share_link,https://drive.google.com/file/d/13NLiD-rxsycUQCtFElsmh2fOckm-IIwX/view?usp=share_link,OK,,,,,,
289,,CARACTERÍSTICA,,,,AS CARACTERÍSTICAS DE MINHAS DUAS FILHAS SÃO BEM DIFERENTES,CARACTERÍSTICA MEU FILJH@ DOIS DIFERENTE,,,https://drive.google.com/file/d/1YZ6yZzEzlbPWl5EglgzE3_NqQSVebB-d/view?usp=share_link,https://drive.google.com/file/d/1KDuFuKtOTMZDLAJelEOcFMafvycv8nFm/view?usp=share_link,OK,,,,,,
290,,CARINHO,,,,EU GOSTO DE DAR CARINHO DO MEU GATO,EU GOSTAR CARINHO MEU GAT@,,,https://drive.google.com/file/d/1RrPfdcMiZsIsykdV7W07yxWQZiWTLw0_/view?usp=share_link,https://drive.google.com/file/d/1Ydy4oOtbFcLaqeMimKwerwKZ15zC46-j/view?usp=share_link,OK,,,,,,
291,,CARNE,,,,"MINHA FILHA QUER DIMINUIR DE COMER CARNE, ELA QUER TENTAR SER VEGANA",MEU FILH@ QUER DIMINUIR CARNE TENTAR VEGAN@,,,https://drive.google.com/file/d/1rFrCeBFZN96nK_3ea1lV_Ul0XzwC_Izg/view?usp=share_link,https://drive.google.com/file/d/1tSFo87pJXsqgyz-ocvC1BzJuQzamzJPU/view?usp=share_link,OK,,,,,,
292,,CARONA,,,,"SEMPRE DOU CARONA COM MEU COLEGA, PORQUE ELE MORA AO LADO DA MINHA CASA",MEU COLEG@ NÓS_DOIS SEMPRE EU_DAR CARONA PORQUE MORAR LADO,,,https://drive.google.com/file/d/1Pawfv1orGW194lI4vtboAKyX-Lz4zoNV/view?usp=share_link,https://drive.google.com/file/d/1pYfmNySyf5AjVOyH7RYEsDBUp3Py54ge/view?usp=share_link,OK,,,,,,
293,,CARRO,,,,"PRECISO VENDER MEU CARRO, PORQUE O CARRO ESTÁ VELHO",CARRO PRECISAR VENDER PORQUE MEU CARRO VELH@,,,https://drive.google.com/file/d/10_Pzd8J7QOJ6iZOLITW9hW4wRCZpD7tD/view?usp=share_link,https://drive.google.com/file/d/15oDDOkBAQaYrPAMsdIg3lBkDqO2b9C_A/view?usp=share_link,OK,,,,,,
294,,CARRO_DIRIGIR.1,,,,"EU DIRIGI MEU CARRO POR 3 HORAS, É LONGE",EU CARRO_DIRIGIR.1 LONGE 3 HORAS,,,https://drive.google.com/file/d/1_gCGkIMhQGBrmtUJqvHuQWhDTIadz-5n/view?usp=share_link,https://drive.google.com/file/d/1Fv6BGarQMa17Tj6x1_69uDVOc-Gi41Hp/view?usp=share_link,OK,,,,,,
295,,CARRO_DIRIGIR.2,,,,"TENHO MEDO DE IR COM A MINHA MÃE DE CARRO QUANDO É ELA QUEM VAI DIRIGIR, POIS ELA DIRIGE MAL",MINHA MÃE CARRO_DIRIGIR RUIM EU MEDO JUNTO CARRO MÃE,,,https://drive.google.com/file/d/1dNEkbRQgbyp4HHMHx8WVIK7iykNie29o/view?usp=share_link,https://drive.google.com/file/d/1fqxkaJ7TVhC55RWPYT7vh88aVdhJRVyq/view?usp=share_link,OK,,,,,,
296,,CARTA,,,,MUDEI DE CASA E TEM MUITAS CARTAS NA ANTIGA CASA,MINHA CASA MUDAR LÁ MUIT@ CARTA,,,https://drive.google.com/file/d/1B_tpH7EKRNaJODQpPqBYXrna6HRYZbLd/view?usp=share_link,https://drive.google.com/file/d/1oR4sPcuhWUSLve_H6UkK3cVZLR_Tjk3s/view?usp=share_link,OK,,,,,,
297,,CARTAZ,,,,TENHO VONTADE DE ME INSCREVER O CURSO DE LIBRAS QUE VI NUM CARTAZ,CARTAZ EU VI EU VONTADE INSCREVER CURSO LIBRAS,,,https://drive.google.com/file/d/1l_Ls_6s-Mh_Ag-kYKvE8s9fjDjvRggEy/view?usp=share_link,https://drive.google.com/file/d/1oCyqvAjxERInwbN5LRtxuAHeZ1uCCt9t/view?usp=share_link,OK,,,,,,
298,,CASA,,,,ANTES EU MORAVA UMA CASA E ME MUDEI PRO APARTAMENTO,ANTES EU MORAR CASA MUDAR APARTAMENTO,,,https://drive.google.com/file/d/18ss3IH-0M5jdQuWZPAdTlHQ5wDS0zOkc/view?usp=share_link,https://drive.google.com/file/d/10nsfa_UjO7flGCu3gUbmhBWl3xztgpW1/view?usp=share_link,OK,,,,,,
299,,CASAR,,,,,,,,GRAVAR,GRAVAR,H I,,,,,,
300,,CAUSA,,,,"UM@ AMIG@ SOFREU ACIDENTE DE CARRO, POR CAUSA DA FALTA DE ATENÇÃO",AMIG@ ACIDENTE CARRO CAUSA FALTAR ATENÇÃO,,,https://drive.google.com/file/d/1jARNyXUUzhMhLsL80FRDsKS4sOXvRJ9f/view?usp=share_link,https://drive.google.com/file/d/1M8SAq-ncZlVqdgFuzXKtegVvE8GHcxXu/view?usp=share_link,OK,,,,,,
301,,CÂMERA,,,,,,,,GRAVAR,GRAVAR,H I,,,,,,
302,,CÂNCER.1,,,,"MINHA AMIGA DE INFÂNCIA TEVE CÂNCER DE MAMA, JÁ FEZ CIRURGIA E ESTÁ CURADA",MINHA AMIG@ INFÂNCIA CÂNCER.1 MAMA CIRURGIA AGORA CURAR,,,https://drive.google.com/file/d/1VOKqgn3gsJqunkQ55pa8vTRSfZENIZKq/view?usp=share_link,https://drive.google.com/file/d/1Z_fdK2P7r2y7DHe7xamob34V9Xk6Jw7Y/view?usp=share_link,OK,,,,,,
303,,CÂNCER.2,,,,,,,,https://drive.google.com/file/d/1qdFMWZsBz3eu6fepHIMwCJRDzf0bSdVF/view?usp=share_link,GRAVAR,I,,,,,,
304,,CEBOLA,,,,QUANDO EU FUI COZINHAR E PERCEBI QUE NÃO COMPREI CEBOLA,EU COZINHAR VI FALTAR COMPRAR CEBOLA,,,https://drive.google.com/file/d/1K308XenXY_7Gc2hwgHzK1QrZV46Pe3Vj/view?usp=share_link,https://drive.google.com/file/d/1evYIeBTDzJz3R8EIPrlw9JPtlBDkUdKN/view?usp=share_link,OK,,,,,,
305,,CERT@.1,,,,"ESTÁ CERTO, VOCÊ TEM RAZÃO",VOCÊ RAZÃO CERT@.1,,,https://drive.google.com/file/d/16eNxTa-KwuutOUMXAeOMvW6ZEk8M6HWs/view?usp=share_link,https://drive.google.com/file/d/1Q_ROyVKz-nKqUJZXoMhWAEsOu75F9zHo/view?usp=share_link,OK,,,,,,
306,,CERT@.2,,,,NOSSA COMO VOCÊ É BEM CERTINH@,NOSSA VOCÊ CERT@.2,,,https://drive.google.com/file/d/1ijR1jfPuRmNNiLZGVIE-PNVw3Ee5FjGB/view?usp=share_link,https://drive.google.com/file/d/1-sMWvnxZehnDgqrNdZYzGRsalH4PXpiI/view?usp=share_link,OK,,,,,,
307,,CÉREBRO.1,,,,O MÉDICO DESCOBRIU A DOENÇA DO CÉREBRO,MÉDIC@ PESQUISAR DESCOBRIR DOENÇA CÉREBRO.1,,,https://drive.google.com/file/d/1TcbJU1o28-FhAs-aExBhD6y8E2DR4V7B/view?usp=share_link,https://drive.google.com/file/d/1X7kmlpeCFo8d8eH3GRs5bwAScJcWXod7/view?usp=share_link,OK,,,,,,
308,,CÉREBRO.2,,,,TEM CURSO DE MÉDICO EM ESPECIALISTA COM A DISCIPLINA ESPECÍFICA DO CÉREBRO,TER CURSO MÉDICO ESPECIALISTA DISCIPLINA ESPECÍFIC@ CÉREBRO.2,,,https://drive.google.com/file/d/1JRX25suF5QamYKJOvUo57Qy1sIO8C8sr/view?usp=share_link,https://drive.google.com/file/d/1AqEudaovPo6T1s0xDzLcBaz5fxh6PkeY/view?usp=share_link,OK,,,,,,
309,,CÉU,,,,"O CÉU ESTÁ FICANDO PRETO, ACHO QUE VAI CHOVER",CÉU COR PRETO PARECER VAI CHUVA,,,https://drive.google.com/file/d/1_vKhJZCUv-RUydZYV7-LuM3IAclK4q7y/view?usp=share_link,https://drive.google.com/file/d/1rh9AMtpH_ZOG2PsWntV6U6SSlq267-r2/view?usp=share_link,OK,,,,,,
310,,CHAMAR.1,,,,CHAMA COLEGA PRA IR NA REUNIÃO,CHAMAR.1 COLEGA IR REUNIÃO,,,https://drive.google.com/file/d/1OjWEG8uRUphNmJnOSo0B950LbYMs1YtF/view?usp=share_link,https://drive.google.com/file/d/1rcljjZyTei0NIiZYZHDOnUnLvtUuYTbd/view?usp=share_link,OK,,,,,,
311,,CHAMAR.2,,,,VOU CHAMAR EL@ IR TRABALHAR AGORA,AGORA EU CHAMAR.2 IR TRABALHAR,,,https://drive.google.com/file/d/1Jy6x7UO-K5QbP_slZV1o0Qwl45Ur_vPO/view?usp=share_link,https://drive.google.com/file/d/1Lxfx3QdI3067ZiO5KBOkoTmTETMyuUX4/view?usp=share_link,OK,,,,,,
